WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Cloze_name,Cloze_code,WordInput
599,865.1898265865159,8,6,3.039400100708008,9,True,1.0,bowl,low_cloze,0.0006333122229259025,bowl
1117,910.8189551305286,8,3,4.0991997718811035,9,True,1.0,hurt,low_cloze,0.0006333122229259025,hurt
1152,913.5072786986314,8,7,3.6986000537872314,13,True,1.0,pain,low_cloze,0.0006333122229259025,pain
576,903.8095111910228,8,5,2.617000102996826,11,True,1.0,pony,low_cloze,0.0006333122229259025,pony
680,918.6857853439203,11,18,2.1731998920440674,13,True,1.0,mare,low_cloze,0.0006333122229259025,mare
8,894.0007318106302,9,6,2.1238999366760254,7,True,1.0,gram,low_cloze,0.0006333122229259025,gram
1239,836.8439277988834,6,4,1.9084999561309814,10,True,1.0,kilo,low_cloze,0.0006333122229259025,kilo
620,895.5712243203263,9,6,3.200900077819824,10,True,1.0,bath,low_cloze,0.0006333122229259025,bath
684,902.5207336658023,11,12,2.936500072479248,8,True,1.0,sink,low_cloze,0.0006333122229259025,sink
946,926.112717453749,9,11,1.7559000253677368,13,True,1.0,gull,low_cloze,0.0006333122229259025,gull
1261,925.8304311964519,12,15,1.5681999921798706,9,True,1.0,coot,low_cloze,0.0006333122229259025,coot
623,925.2313993244188,9,10,2.789599895477295,14,True,1.0,dime,low_cloze,0.0006333122229259025,dime
909,905.0268339723864,9,10,2.684799909591675,12,True,1.0,cent,low_cloze,0.0006333122229259025,cent
118,749.9186455314724,5,0,2.433000087738037,7,True,1.0,nova,low_cloze,0.0006333122229259025,nova
709,918.2436047367813,9,9,3.618000030517578,13,True,1.0,star,low_cloze,0.0006333122229259025,star
1437,920.4892628116717,12,16,1.544100046157837,9,True,1.0,lore,low_cloze,0.0006333122229259025,lore
1466,737.4749061064873,5,3,2.547800064086914,6,True,1.0,myth,low_cloze,0.0006333122229259025,myth
270,919.967114866299,9,7,2.285599946975708,10,True,1.0,pact,low_cloze,0.0006333122229259025,pact
1255,925.2694210934899,11,14,4.124899864196777,11,True,1.0,deal,low_cloze,0.0006333122229259025,deal
41,903.4230823606206,9,7,2.6989998817443848,12,True,1.0,silk,low_cloze,0.0006333122229259025,silk
610,897.5641182852396,8,6,2.2095000743865967,9,True,1.0,wool,low_cloze,0.0006333122229259025,wool
1251,854.391320607682,8,10,2.761899948120117,8,True,1.0,rage,low_cloze,0.0006333122229259025,rage
1311,870.8429485621106,7,2,2.29229998588562,8,True,1.0,fury,low_cloze,0.0006333122229259025,fury
510,917.446040444452,7,3,3.629300117492676,14,True,1.0,fish,low_cloze,0.0006333122229259025,fish
585,822.7129196472546,6,2,2.6117000579833984,12,True,1.0,tuna,low_cloze,0.0006333122229259025,tuna
910,802.4813085670197,6,4,1.857300043106079,8,True,1.0,wept,low_cloze,0.0006333122229259025,wept
1150,844.664884342618,7,3,1.462399959564209,7,True,1.0,bawl,low_cloze,0.0006333122229259025,bawl
937,864.9657721153617,7,8,3.8190999031066895,7,True,1.0,king,low_cloze,0.0006333122229259025,king
1003,642.5168151452971,4,1,1.3009999990463257,9,True,1.0,tsar,low_cloze,0.0006333122229259025,tsar
22,841.1500911532672,7,5,2.4065001010894775,12,True,1.0,herb,low_cloze,0.0006333122229259025,herb
241,911.057354309774,9,12,1.954200029373169,11,True,1.0,sage,low_cloze,0.0006333122229259025,sage
26,856.4546261168485,7,5,2.3784000873565674,10,True,1.0,limb,low_cloze,0.0006333122229259025,limb
692,909.6587884240596,9,7,4.154200077056885,11,True,1.0,hand,low_cloze,0.0006333122229259025,hand
30,796.4132250527715,6,2,1.9911999702453613,11,True,1.0,knit,low_cloze,0.0006333122229259025,knit
1034,844.5655210982886,7,2,1.8260999917984009,10,True,1.0,sewn,low_cloze,0.0006333122229259025,sewn
57,918.5172060851722,9,7,2.7723000049591064,11,True,1.0,plot,low_cloze,0.0006333122229259025,plot
1222,911.1877908043427,11,13,2.7874999046325684,11,True,1.0,tale,low_cloze,0.0006333122229259025,tale
61,877.5260978302591,9,7,1.9589999914169312,6,True,1.0,dung,low_cloze,0.0006333122229259025,dung
138,896.4021997195638,9,7,3.4986000061035156,7,True,1.0,crap,low_cloze,0.0006333122229259025,crap
62,651.1478935435499,4,0,0.3009999990463257,8,True,1.0,lynx,low_cloze,0.0006333122229259025,lynx
595,920.111077500926,12,16,2.29229998588562,8,True,1.0,hare,low_cloze,0.0006333122229259025,hare
275,745.43701563938,4,0,0.9031000137329102,13,True,1.0,ovum,low_cloze,0.0006333122229259025,ovum
821,918.2767492362191,8,10,3.4428999423980713,11,True,1.0,cell,low_cloze,0.0006333122229259025,cell
92,875.0211109931754,10,11,2.609600067138672,10,True,1.0,tuck,low_cloze,0.0006333122229259025,tuck
1287,913.8702846869201,10,9,2.851300001144409,8,True,1.0,darn,low_cloze,0.0006333122229259025,darn
240,911.561508059993,8,4,2.478600025177002,11,True,1.0,glue,low_cloze,0.0006333122229259025,glue
815,662.7832917589557,5,1,1.0,14,True,1.0,inks,low_cloze,0.0006333122229259025,inks
141,909.4757980115457,9,10,2.5694000720977783,10,True,1.0,tick,low_cloze,0.0006333122229259025,tick
587,807.6370673598955,7,5,2.2304000854492188,8,True,1.0,flea,low_cloze,0.0006333122229259025,flea
213,566.9990762461409,3,0,1.2553000450134277,11,True,1.0,onyx,low_cloze,0.0006333122229259025,onyx
836,854.0383293363205,6,3,2.4149999618530273,9,True,1.0,jade,low_cloze,0.0006333122229259025,jade
142,876.6801210103346,6,1,2.56469988822937,12,True,1.0,glen,low_cloze,0.0006333122229259025,glen
549,931.7328193951844,10,12,3.282399892807007,13,True,1.0,hill,low_cloze,0.0006333122229259025,hill
170,918.9355492256279,9,9,2.2095000743865967,9,True,1.0,funk,low_cloze,0.0006333122229259025,funk
196,678.3784081240979,4,0,2.784600019454956,9,True,1.0,jazz,low_cloze,0.0006333122229259025,jazz
178,927.2780492884228,9,10,2.8578999042510986,10,True,1.0,bush,low_cloze,0.0006333122229259025,bush
511,913.8363169370023,8,4,3.5206000804901123,15,True,1.0,tree,low_cloze,0.0006333122229259025,tree
294,908.2106301745105,9,6,2.599900007247925,11,True,1.0,soil,low_cloze,0.0006333122229259025,soil
602,872.0772416843486,8,3,3.1175999641418457,5,True,1.0,dirt,low_cloze,0.0006333122229259025,dirt
186,906.5774367559673,7,3,2.734800100326538,12,True,1.0,lamb,low_cloze,0.0006333122229259025,lamb
608,938.0458960679541,11,11,2.648400068283081,10,True,1.0,deer,low_cloze,0.0006333122229259025,deer
384,733.8966501977611,5,1,2.8006999492645264,7,True,1.0,inch,low_cloze,0.0006333122229259025,inch
1291,862.6654521186547,10,8,2.0085999965667725,4,True,1.0,span,low_cloze,0.0006333122229259025,span
191,913.716219096564,9,7,2.164400100708008,8,True,1.0,moss,low_cloze,0.0006333122229259025,moss
524,888.7062020837977,6,0,2.2147998809814453,9,True,1.0,fern,low_cloze,0.0006333122229259025,fern
266,823.1144299097592,8,7,1.8920999765396118,9,True,1.0,haze,low_cloze,0.0006333122229259025,haze
488,737.9090107075515,5,1,1.7482000589370728,9,True,1.0,smog,low_cloze,0.0006333122229259025,smog
230,911.8165021576606,9,8,1.924299955368042,10,True,1.0,lark,low_cloze,0.0006333122229259025,lark
470,828.8627869377984,6,1,1.3009999990463257,6,True,1.0,wren,low_cloze,0.0006333122229259025,wren
405,783.69184055779,6,2,1.6720999479293823,11,True,1.0,acne,low_cloze,0.0006333122229259025,acne
1242,723.3515618588441,5,2,2.330399990081787,11,True,1.0,itch,low_cloze,0.0006333122229259025,itch
233,902.9885373031242,9,7,2.3385000228881836,7,True,1.0,lure,low_cloze,0.0006333122229259025,lure
271,879.1220631950018,8,3,2.6963999271392822,6,True,1.0,bait,low_cloze,0.0006333122229259025,bait
314,923.3860955011739,7,3,2.749000072479248,11,True,1.0,shed,low_cloze,0.0006333122229259025,shed
654,911.4967498967483,9,8,4.350599765777588,15,True,1.0,room,low_cloze,0.0006333122229259025,room
251,841.282650262225,7,6,1.462399959564209,11,True,1.0,kale,low_cloze,0.0006333122229259025,kale
559,916.763319104082,9,8,1.2041000127792358,9,True,1.0,leek,low_cloze,0.0006333122229259025,leek
548,902.7542988415311,10,9,3.688999891281128,14,True,1.0,boat,low_cloze,0.0006333122229259025,boat
597,919.3979176822315,10,8,3.7028000354766846,10,True,1.0,ship,low_cloze,0.0006333122229259025,ship
285,928.3554356237621,10,10,2.841399908065796,8,True,1.0,barn,low_cloze,0.0006333122229259025,barn
880,845.7960508983231,7,5,1.6901999711990356,9,True,1.0,silo,low_cloze,0.0006333122229259025,silo
25,880.4955837263085,8,10,1.544100046157837,8,True,1.0,mope,low_cloze,0.0006333122229259025,mope
1474,857.7325660375645,8,5,1.7243000268936157,8,True,1.0,glum,low_cloze,0.0006333122229259025,glum
319,909.5333000643863,9,5,1.8691999912261963,8,True,1.0,wasp,low_cloze,0.0006333122229259025,wasp
696,903.8863102548667,7,5,2.436199903488159,13,True,1.0,bees,low_cloze,0.0006333122229259025,bees
505,677.6125144047572,4,0,1.6128000020980835,11,True,1.0,kiwi,low_cloze,0.0006333122229259025,kiwi
626,890.0337234248105,8,5,2.243000030517578,12,True,1.0,plum,low_cloze,0.0006333122229259025,plum
454,757.8472013943242,5,3,1.3617000579833984,10,True,1.0,oxen,low_cloze,0.0006333122229259025,oxen
621,929.3449378434219,10,12,3.14739990234375,8,True,1.0,bull,low_cloze,0.0006333122229259025,bull
545,745.462595656646,4,0,2.2227001190185547,14,True,1.0,mayo,low_cloze,0.0006333122229259025,mayo
736,926.1578995301337,10,9,1.2553000450134277,10,True,1.0,slaw,low_cloze,0.0006333122229259025,slaw
544,851.2182841425165,7,9,2.413300037384033,10,True,1.0,cafe,low_cloze,0.0006333122229259025,cafe
763,697.3548823356805,5,1,2.037400007247925,7,True,1.0,deli,low_cloze,0.0006333122229259025,deli
114,776.9157674950084,5,1,3.904400110244751,8,True,1.0,whoa,low_cloze,0.0006333122229259025,whoa
1483,758.4525996217933,5,1,2.7458999156951904,6,True,1.0,oops,low_cloze,0.0006333122229259025,oops
578,897.6154275029078,8,3,2.510499954223633,9,True,1.0,pond,low_cloze,0.0006333122229259025,pond
592,932.0770780991718,9,13,3.2641000747680664,9,True,1.0,lake,low_cloze,0.0006333122229259025,lake
174,912.4032378740874,7,2,2.5211000442504883,13,True,1.0,riot,low_cloze,0.0006333122229259025,riot
877,834.0442130741167,7,3,2.2528998851776123,11,True,1.0,thug,low_cloze,0.0006333122229259025,thug
590,928.6011495895342,9,11,3.585599899291992,12,True,1.0,beer,low_cloze,0.0006333122229259025,beer
1338,939.0974622199516,9,15,3.514899969100952,11,True,1.0,sake,low_cloze,0.0006333122229259025,sake
695,921.0631650615214,9,12,2.7809998989105225,15,True,1.0,pill,low_cloze,0.0006333122229259025,pill
798,842.3424193972596,6,2,3.36299991607666,12,True,1.0,drug,low_cloze,0.0006333122229259025,drug
596,913.0566280227362,9,10,4.168700218200684,9,True,1.0,face,low_cloze,0.0006333122229259025,face
676,916.8394445845331,10,11,4.277599811553955,9,True,1.0,head,low_cloze,0.0006333122229259025,head
144,896.217373576788,9,6,1.8194999694824219,6,True,1.0,posh,low_cloze,0.0006333122229259025,posh
1347,810.8161137699292,8,5,2.0492000579833984,7,True,1.0,snob,low_cloze,0.0006333122229259025,snob
744,935.8365492143485,9,11,2.613800048828125,12,True,1.0,rash,low_cloze,0.0006333122229259025,rash
830,913.1515599248378,10,10,1.0,9,True,1.0,welt,low_cloze,0.0006333122229259025,welt
958,871.5071341594415,8,9,3.536799907684326,8,True,1.0,nine,low_cloze,0.0006333122229259025,nine
1188,876.9417517481719,8,6,4.115499973297119,9,True,1.0,four,low_cloze,0.0006333122229259025,four
751,883.7983024561742,9,8,2.4377999305725098,6,True,1.0,peel,low_cloze,0.0006333122229259025,peel
805,889.5353612084449,9,9,1.1761000156402588,6,True,1.0,rind,low_cloze,0.0006333122229259025,rind
1367,819.9934290590634,8,10,2.4969000816345215,6,True,1.0,scam,low_cloze,0.0006333122229259025,scam
1456,848.5371062978116,7,4,1.531499981880188,6,True,1.0,dupe,low_cloze,0.0006333122229259025,dupe
838,871.1856774507309,8,6,2.1875,10,True,1.0,boob,low_cloze,0.0006333122229259025,boob
843,914.1864906433195,11,13,1.2303999662399292,7,True,1.0,teat,low_cloze,0.0006333122229259025,teat
71,843.3191278788861,7,4,1.6812000274658203,10,True,1.0,spud,low_cloze,0.0006333122229259025,spud
698,897.7922807969586,9,7,3.0220000743865967,9,True,1.0,chip,low_cloze,0.0006333122229259025,chip
23,931.3289625446447,11,18,1.079200029373169,8,True,1.0,sear,low_cloze,0.0006333122229259025,sear
903,933.6054082726238,10,13,2.510499954223633,9,True,1.0,bake,low_cloze,0.0006333122229259025,bake
152,824.188711296298,8,8,2.0569000244140625,4,True,1.0,goof,low_cloze,0.0006333122229259025,goof
1108,697.0849300836653,6,2,1.544100046157837,8,True,1.0,typo,low_cloze,0.0006333122229259025,typo
40,926.011758711165,9,12,1.5563000440597534,11,True,1.0,gash,low_cloze,0.0006333122229259025,gash
931,892.2428708389518,9,6,3.4498000144958496,7,True,1.0,burn,low_cloze,0.0006333122229259025,burn
49,930.4304598085055,12,13,2.2279000282287598,11,True,1.0,lime,low_cloze,0.0006333122229259025,lime
557,924.3119404947465,9,13,1.8387999534606934,10,True,1.0,pear,low_cloze,0.0006333122229259025,pear
46,825.0892889432241,6,1,3.4149999618530273,6,True,1.0,duty,low_cloze,0.0006333122229259025,duty
1461,906.5812254665752,10,12,2.9684998989105225,8,True,1.0,role,low_cloze,0.0006333122229259025,role
305,818.8961602210235,6,2,3.380199909210205,7,True,1.0,plus,low_cloze,0.0006333122229259025,plus
375,884.1835613727387,8,6,2.4518001079559326,8,True,1.0,grid,low_cloze,0.0006333122229259025,grid
47,916.6035543798389,10,13,1.579800009727478,5,True,1.0,hone,low_cloze,0.0006333122229259025,hone
364,869.4234071550429,7,4,0.7781999707221985,10,True,1.0,rasp,low_cloze,0.0006333122229259025,rasp
195,780.2668864096324,6,2,1.8451000452041626,8,True,1.0,alto,low_cloze,0.0006333122229259025,alto
1105,798.1905054073547,5,1,1.8976000547409058,8,True,1.0,diva,low_cloze,0.0006333122229259025,diva
159,928.5113479814438,12,16,2.7551000118255615,10,True,1.0,boot,low_cloze,0.0006333122229259025,boot
609,854.1171536358249,9,7,2.577500104904175,6,True,1.0,heel,low_cloze,0.0006333122229259025,heel
162,650.379569359135,4,0,3.1201999187469482,12,True,1.0,taxi,low_cloze,0.0006333122229259025,taxi
475,827.532805444064,6,1,2.5933001041412354,12,True,1.0,auto,low_cloze,0.0006333122229259025,auto
161,896.242540501534,9,4,1.6901999711990356,9,True,1.0,font,low_cloze,0.0006333122229259025,font
163,745.5829789937225,8,4,3.490499973297119,5,True,1.0,type,low_cloze,0.0006333122229259025,type
203,851.4465399656007,6,2,2.3032000064849854,13,True,1.0,bulb,low_cloze,0.0006333122229259025,bulb
534,933.753896830912,10,8,2.81820011138916,11,True,1.0,lamp,low_cloze,0.0006333122229259025,lamp
185,657.5483516318725,4,0,1.2788000106811523,12,True,1.0,oboe,low_cloze,0.0006333122229259025,oboe
277,913.3311062936057,8,7,2.1303000450134277,11,True,1.0,harp,low_cloze,0.0006333122229259025,harp
342,706.2587899708184,5,0,1.9031000137329102,8,True,1.0,luau,low_cloze,0.0006333122229259025,luau
1093,921.0353448860396,10,13,1.8451000452041626,10,True,1.0,fest,low_cloze,0.0006333122229259025,fest
202,895.8900332251833,8,4,1.986799955368042,9,True,1.0,moan,low_cloze,0.0006333122229259025,moan
273,733.424689448291,6,3,0.9031000137329102,6,True,1.0,yelp,low_cloze,0.0006333122229259025,yelp
346,904.4230693909831,8,6,2.672100067138672,9,True,1.0,hint,low_cloze,0.0006333122229259025,hint
480,874.6010355356542,7,3,2.9537999629974365,7,True,1.0,clue,low_cloze,0.0006333122229259025,clue
210,913.0298499902285,9,7,2.037400007247925,11,True,1.0,snot,low_cloze,0.0006333122229259025,snot
581,924.2450611256194,9,10,3.5511999130249023,11,True,1.0,nose,low_cloze,0.0006333122229259025,nose
221,798.4699171431907,5,2,1.7243000268936157,9,True,1.0,opal,low_cloze,0.0006333122229259025,opal
671,781.6513687622602,5,0,2.783900022506714,11,True,1.0,ruby,low_cloze,0.0006333122229259025,ruby
234,837.5542210335861,7,3,3.0980000495910645,6,True,1.0,path,low_cloze,0.0006333122229259025,path
677,905.0310229718878,9,5,3.7565999031066895,11,True,1.0,road,low_cloze,0.0006333122229259025,road
244,899.3978809882422,9,5,2.9014999866485596,12,True,1.0,tune,low_cloze,0.0006333122229259025,tune
961,746.0170239967267,4,0,1.924299955368042,10,True,1.0,hymn,low_cloze,0.0006333122229259025,hymn
282,907.6020332589924,10,9,2.730799913406372,10,True,1.0,pork,low_cloze,0.0006333122229259025,pork
683,877.2056655106528,7,6,3.0025999546051025,13,True,1.0,beef,low_cloze,0.0006333122229259025,beef
440,927.6489736925778,8,4,2.613800048828125,11,True,1.0,tray,low_cloze,0.0006333122229259025,tray
990,918.1206259218054,11,13,4.1585001945495605,10,True,1.0,case,low_cloze,0.0006333122229259025,case
297,865.8601788280579,9,10,2.3559999465942383,6,True,1.0,vile,low_cloze,0.0006333122229259025,vile
1543,905.5320472112096,9,8,5.124199867248535,12,True,1.0,good,low_cloze,0.0006333122229259025,good
507,904.6456879614934,8,8,1.8260999917984009,9,True,1.0,tush,low_cloze,0.0006333122229259025,tush
860,930.4687587907001,10,12,5.0106000900268555,8,True,1.0,back,low_cloze,0.0006333122229259025,back
299,647.2959329550639,4,0,1.9031000137329102,7,True,1.0,quad,low_cloze,0.0006333122229259025,quad
651,831.2436720288193,7,7,2.7202000617980957,9,True,1.0,jeep,low_cloze,0.0006333122229259025,jeep
367,841.5037929218468,7,3,1.6232000589370728,8,True,1.0,clog,low_cloze,0.0006333122229259025,clog
561,920.1566532067803,11,11,2.661799907684326,8,True,1.0,sock,low_cloze,0.0006333122229259025,sock
301,916.2134102281889,9,10,1.7323999404907227,10,True,1.0,mead,low_cloze,0.0006333122229259025,mead
657,918.099117242308,11,16,3.4883999824523926,7,True,1.0,wine,low_cloze,0.0006333122229259025,wine
499,840.6198275190567,7,5,1.8691999912261963,8,True,1.0,spur,low_cloze,0.0006333122229259025,spur
936,889.7840651925322,7,2,1.968500018119812,10,True,1.0,trot,low_cloze,0.0006333122229259025,trot
362,716.7327842853593,5,1,1.0,5,True,1.0,cyan,low_cloze,0.0006333122229259025,cyan
1068,868.012474871765,7,3,3.717900037765503,7,True,1.0,blue,low_cloze,0.0006333122229259025,blue
365,885.386021401572,9,5,2.307499885559082,8,True,1.0,mutt,low_cloze,0.0006333122229259025,mutt
513,784.016037297158,6,2,3.4321999549865723,10,True,1.0,dogs,low_cloze,0.0006333122229259025,dogs
368,921.8691530396754,10,11,2.819499969482422,9,True,1.0,sack,low_cloze,0.0006333122229259025,sack
841,906.2330941801154,8,6,1.7482000589370728,12,True,1.0,tote,low_cloze,0.0006333122229259025,tote
717,927.8904970920945,10,13,3.7811999320983887,13,True,1.0,bill,low_cloze,0.0006333122229259025,bill
1156,925.4698993137641,10,13,3.246299982070923,10,True,1.0,rent,low_cloze,0.0006333122229259025,rent
376,864.4670910247007,8,5,2.989000082015991,7,True,1.0,bout,low_cloze,0.0006333122229259025,bout
1124,919.6131466838294,10,13,3.4993999004364014,12,True,1.0,race,low_cloze,0.0006333122229259025,race
814,705.5401917388624,4,0,1.2303999662399292,8,True,1.0,gyro,low_cloze,0.0006333122229259025,gyro
827,852.322670064412,8,6,2.517199993133545,7,True,1.0,stew,low_cloze,0.0006333122229259025,stew
388,905.0543236505666,9,7,1.6021000146865845,6,True,1.0,carp,low_cloze,0.0006333122229259025,carp
495,921.9833146245408,10,10,2.3710999488830566,9,True,1.0,pike,low_cloze,0.0006333122229259025,pike
528,913.6189226086074,9,5,3.544100046157837,11,True,1.0,suit,low_cloze,0.0006333122229259025,suit
750,847.7979292697639,7,3,2.5250000953674316,7,True,1.0,gown,low_cloze,0.0006333122229259025,gown
419,881.0108235388783,7,3,2.7258999347686768,13,True,1.0,plug,low_cloze,0.0006333122229259025,plug
774,901.3683403295934,8,4,2.396199941635132,11,True,1.0,fuse,low_cloze,0.0006333122229259025,fuse
529,787.2487196703981,6,2,3.4844000339508057,9,True,1.0,arms,low_cloze,0.0006333122229259025,arms
655,814.4279373104962,6,3,3.998800039291382,10,True,1.0,body,low_cloze,0.0006333122229259025,body
458,826.8168677985574,7,3,2.359800100326538,8,True,1.0,loaf,low_cloze,0.0006333122229259025,loaf
883,820.3060555638488,6,1,1.7633999586105347,12,True,1.0,pita,low_cloze,0.0006333122229259025,pita
619,881.0365218475579,8,6,3.2040998935699463,11,True,1.0,snow,low_cloze,0.0006333122229259025,snow
866,928.8622099768623,10,13,2.7881999015808105,9,True,1.0,hail,low_cloze,0.0006333122229259025,hail
493,913.1271388183015,11,17,1.3978999853134155,10,True,1.0,pore,low_cloze,0.0006333122229259025,pore
658,833.3418697341285,8,7,3.351599931716919,14,True,1.0,skin,low_cloze,0.0006333122229259025,skin
872,827.8224226512582,6,0,3.7235000133514404,10,True,1.0,mama,low_cloze,0.0006333122229259025,mama
916,837.4955532977059,6,5,3.4495999813079834,11,True,1.0,aunt,low_cloze,0.0006333122229259025,aunt
532,892.9046010665728,7,3,3.1905999183654785,12,True,1.0,shoe,low_cloze,0.0006333122229259025,shoe
1015,856.4230860950223,8,5,3.2790000438690186,4,True,1.0,pair,low_cloze,0.0006333122229259025,pair
613,691.235225264843,4,0,2.139899969100952,10,True,1.0,tofu,low_cloze,0.0006333122229259025,tofu
1469,731.9019234295899,5,1,1.5184999704360962,9,True,1.0,idly,low_cloze,0.0006333122229259025,idly
591,941.4451253900097,13,19,3.4667000770568848,8,True,1.0,bear,low_cloze,0.0006333122229259025,bear
661,830.8484055626343,7,2,3.014899969100952,8,True,1.0,wolf,low_cloze,0.0006333122229259025,wolf
1137,739.0048950095903,6,0,3.3922998905181885,3,True,1.0,huge,low_cloze,0.0006333122229259025,huge
1475,858.5778322638656,8,8,2.4941999912261963,8,True,1.0,vast,low_cloze,0.0006333122229259025,vast
605,921.3216723654032,10,12,2.8864998817443848,7,True,1.0,rice,low_cloze,0.0006333122229259025,rice
804,876.4649675183776,7,3,1.8324999809265137,9,True,1.0,bran,low_cloze,0.0006333122229259025,bran
634,899.4402931630113,11,10,2.456399917602539,6,True,1.0,poop,low_cloze,0.0006333122229259025,poop
976,858.6999076945838,7,3,2.1522998809814453,8,True,1.0,turd,low_cloze,0.0006333122229259025,turd
624,915.2034955602142,11,11,2.2788000106811523,11,True,1.0,lace,low_cloze,0.0006333122229259025,lace
1275,910.3687278907626,9,7,3.7862000465393066,8,True,1.0,felt,low_cloze,0.0006333122229259025,felt
656,805.6874418667624,6,2,3.935800075531006,10,True,1.0,city,low_cloze,0.0006333122229259025,city
730,857.5068728632698,7,3,4.101900100708008,11,True,1.0,town,low_cloze,0.0006333122229259025,town
629,849.097006043494,8,4,3.437299966812134,8,True,1.0,bomb,low_cloze,0.0006333122229259025,bomb
977,852.5331511750267,6,3,2.086400032043457,12,True,1.0,nuke,low_cloze,0.0006333122229259025,nuke
670,924.452326510248,9,6,3.083899974822998,15,True,1.0,deck,low_cloze,0.0006333122229259025,deck
775,842.9843426097284,7,4,3.7820000648498535,7,True,1.0,step,low_cloze,0.0006333122229259025,step
636,832.748967412668,7,2,1.3617000579833984,6,True,1.0,gnat,low_cloze,0.0006333122229259025,gnat
714,892.8713528551347,8,4,2.06820011138916,12,True,1.0,moth,low_cloze,0.0006333122229259025,moth
731,822.7137689403364,6,3,3.338900089263916,10,True,1.0,jury,low_cloze,0.0006333122229259025,jury
1025,926.4786631764257,10,14,2.9474000930786133,10,True,1.0,bail,low_cloze,0.0006333122229259025,bail
642,898.4938452514962,7,3,4.173099994659424,11,True,1.0,door,low_cloze,0.0006333122229259025,door
