WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Dummy_name,Dummy_code,WordInput
573,924.5516178046239,8,6,2.767199993133545,16,True,1.0,dish,dummy,0,dish
599,865.1860174382182,8,6,3.039400100708008,9,True,1.0,bowl,dummy,0,bowl
1117,910.2232603455695,8,3,4.0991997718811035,9,True,1.0,hurt,dummy,0,hurt
1152,912.947264312816,8,7,3.6986000537872314,13,True,1.0,pain,dummy,0,pain
576,903.1168644579451,8,5,2.617000102996826,11,True,1.0,pony,dummy,0,pony
680,918.0446758960683,11,18,2.1731998920440674,13,True,1.0,mare,dummy,0,mare
8,893.722181645347,9,6,2.1238999366760254,7,True,1.0,gram,dummy,0,gram
1239,836.5530162792423,6,4,1.9084999561309814,10,True,1.0,kilo,dummy,0,kilo
620,895.2362720454994,9,6,3.200900077819824,10,True,1.0,bath,dummy,0,bath
684,901.936756747745,11,12,2.936500072479248,8,True,1.0,sink,dummy,0,sink
946,925.6220438675475,9,11,1.7559000253677368,13,True,1.0,gull,dummy,0,gull
1261,924.8903555991953,12,15,1.5681999921798706,9,True,1.0,coot,dummy,0,coot
623,924.5253135511712,9,10,2.789599895477295,14,True,1.0,dime,dummy,0,dime
909,904.7165663703618,9,10,2.684799909591675,12,True,1.0,cent,dummy,0,cent
118,749.7694754497691,5,0,2.433000087738037,7,True,1.0,nova,dummy,0,nova
709,918.234957961509,9,9,3.618000030517578,13,True,1.0,star,dummy,0,star
1437,919.8120464900967,12,16,1.544100046157837,9,True,1.0,lore,dummy,0,lore
1466,737.0507817078968,5,3,2.547800064086914,6,True,1.0,myth,dummy,0,myth
270,919.2716242570062,9,7,2.285599946975708,10,True,1.0,pact,dummy,0,pact
1255,924.4930571802073,11,14,4.124899864196777,11,True,1.0,deal,dummy,0,deal
41,902.7599366804625,9,7,2.6989998817443848,12,True,1.0,silk,dummy,0,silk
610,897.2768134270809,8,6,2.2095000743865967,9,True,1.0,wool,dummy,0,wool
1251,853.9523398660224,8,10,2.761899948120117,8,True,1.0,rage,dummy,0,rage
1311,870.4005010422585,7,2,2.29229998588562,8,True,1.0,fury,dummy,0,fury
510,916.768269849189,7,3,3.629300117492676,14,True,1.0,fish,dummy,0,fish
585,822.1155309714226,6,2,2.6117000579833984,12,True,1.0,tuna,dummy,0,tuna
910,801.913278392896,6,4,1.857300043106079,8,True,1.0,wept,dummy,0,wept
1150,844.3638473418887,7,3,1.462399959564209,7,True,1.0,bawl,dummy,0,bawl
937,864.5184159303386,7,8,3.8190999031066895,7,True,1.0,king,dummy,0,king
1003,642.417954198623,4,1,1.3009999990463257,9,True,1.0,tsar,dummy,0,tsar
22,841.0648935508992,7,5,2.4065001010894775,12,True,1.0,herb,dummy,0,herb
241,910.6618451687833,9,12,1.954200029373169,11,True,1.0,sage,dummy,0,sage
26,855.8936030125931,7,5,2.3784000873565674,10,True,1.0,limb,dummy,0,limb
692,908.8845243448711,9,7,4.154200077056885,11,True,1.0,hand,dummy,0,hand
30,795.856830470714,6,2,1.9911999702453613,11,True,1.0,knit,dummy,0,knit
1034,844.509424581716,7,2,1.8260999917984009,10,True,1.0,sewn,dummy,0,sewn
57,917.8812276480694,9,7,2.7723000049591064,11,True,1.0,plot,dummy,0,plot
1222,910.4676868911614,11,13,2.7874999046325684,11,True,1.0,tale,dummy,0,tale
61,877.9603757442079,9,7,1.9589999914169312,6,True,1.0,dung,dummy,0,dung
138,896.1157509049641,9,7,3.4986000061035156,7,True,1.0,crap,dummy,0,crap
62,651.0267624459951,4,0,0.3009999990463257,8,True,1.0,lynx,dummy,0,lynx
595,919.7960800637877,12,16,2.29229998588562,8,True,1.0,hare,dummy,0,hare
275,745.1627627663818,4,0,0.9031000137329102,13,True,1.0,ovum,dummy,0,ovum
821,917.4559902197414,8,10,3.4428999423980713,11,True,1.0,cell,dummy,0,cell
92,874.5393954581999,10,11,2.609600067138672,10,True,1.0,tuck,dummy,0,tuck
1287,913.4518907755912,10,9,2.851300001144409,8,True,1.0,darn,dummy,0,darn
240,911.5562948948846,8,4,2.478600025177002,11,True,1.0,glue,dummy,0,glue
815,662.7207935125296,5,1,1.0,14,True,1.0,inks,dummy,0,inks
141,909.0149063322646,9,10,2.5694000720977783,10,True,1.0,tick,dummy,0,tick
587,807.7632832212137,7,5,2.2304000854492188,8,True,1.0,flea,dummy,0,flea
213,566.8753619543926,3,0,1.2553000450134277,11,True,1.0,onyx,dummy,0,onyx
836,853.7795946145723,6,3,2.4149999618530273,9,True,1.0,jade,dummy,0,jade
142,876.9119570478612,6,1,2.56469988822937,12,True,1.0,glen,dummy,0,glen
549,931.0795268613301,10,12,3.282399892807007,13,True,1.0,hill,dummy,0,hill
170,918.9026940336428,9,9,2.2095000743865967,9,True,1.0,funk,dummy,0,funk
196,678.1796103939403,4,0,2.784600019454956,9,True,1.0,jazz,dummy,0,jazz
178,926.6419374536406,9,10,2.8578999042510986,10,True,1.0,bush,dummy,0,bush
511,913.4334338505143,8,4,3.5206000804901123,15,True,1.0,tree,dummy,0,tree
294,907.4584772237649,9,6,2.599900007247925,11,True,1.0,soil,dummy,0,soil
602,871.4532688976676,8,3,3.1175999641418457,5,True,1.0,dirt,dummy,0,dirt
186,906.222517133128,7,3,2.734800100326538,12,True,1.0,lamb,dummy,0,lamb
608,937.8051138586641,11,11,2.648400068283081,10,True,1.0,deer,dummy,0,deer
384,733.5295840517376,5,1,2.8006999492645264,7,True,1.0,inch,dummy,0,inch
1291,862.3338660270559,10,8,2.0085999965667725,4,True,1.0,span,dummy,0,span
191,913.4822856486287,9,7,2.164400100708008,8,True,1.0,moss,dummy,0,moss
524,888.4545166979821,6,0,2.2147998809814453,9,True,1.0,fern,dummy,0,fern
266,822.6839162588261,8,7,1.8920999765396118,9,True,1.0,haze,dummy,0,haze
488,737.5010105115073,5,1,1.7482000589370728,9,True,1.0,smog,dummy,0,smog
230,911.1829705965432,9,8,1.924299955368042,10,True,1.0,lark,dummy,0,lark
470,828.7502015096355,6,1,1.3009999990463257,6,True,1.0,wren,dummy,0,wren
405,783.3277491123501,6,2,1.6720999479293823,11,True,1.0,acne,dummy,0,acne
1242,723.6926085254312,5,2,2.330399990081787,11,True,1.0,itch,dummy,0,itch
233,902.4858721980714,9,7,2.3385000228881836,7,True,1.0,lure,dummy,0,lure
271,878.7334502220959,8,3,2.6963999271392822,6,True,1.0,bait,dummy,0,bait
314,922.7925835733301,7,3,2.749000072479248,11,True,1.0,shed,dummy,0,shed
654,910.8273178091597,9,8,4.350599765777588,15,True,1.0,room,dummy,0,room
251,840.9884509733616,7,6,1.462399959564209,11,True,1.0,kale,dummy,0,kale
559,916.0405740059916,9,8,1.2041000127792358,9,True,1.0,leek,dummy,0,leek
548,901.9657280127627,10,9,3.688999891281128,14,True,1.0,boat,dummy,0,boat
597,919.2668648022445,10,8,3.7028000354766846,10,True,1.0,ship,dummy,0,ship
285,927.6491426531984,10,10,2.841399908065796,8,True,1.0,barn,dummy,0,barn
880,845.4859507735657,7,5,1.6901999711990356,9,True,1.0,silo,dummy,0,silo
25,880.3585823698179,8,10,1.544100046157837,8,True,1.0,mope,dummy,0,mope
1474,857.227444893923,8,5,1.7243000268936157,8,True,1.0,glum,dummy,0,glum
319,909.1083093462955,9,5,1.8691999912261963,8,True,1.0,wasp,dummy,0,wasp
696,903.155409124058,7,5,2.436199903488159,13,True,1.0,bees,dummy,0,bees
505,677.8729581035708,4,0,1.6128000020980835,11,True,1.0,kiwi,dummy,0,kiwi
626,889.758146518759,8,5,2.243000030517578,12,True,1.0,plum,dummy,0,plum
454,757.6536163228881,5,3,1.3617000579833984,10,True,1.0,oxen,dummy,0,oxen
621,928.4711543321553,10,12,3.14739990234375,8,True,1.0,bull,dummy,0,bull
545,745.3534699007056,4,0,2.2227001190185547,14,True,1.0,mayo,dummy,0,mayo
736,925.4678572793307,10,9,1.2553000450134277,10,True,1.0,slaw,dummy,0,slaw
544,850.7112261408307,7,9,2.413300037384033,10,True,1.0,cafe,dummy,0,cafe
763,697.1109152882989,5,1,2.037400007247925,7,True,1.0,deli,dummy,0,deli
114,776.7023903193674,5,1,3.904400110244751,8,True,1.0,whoa,dummy,0,whoa
1483,758.6551475816016,5,1,2.7458999156951904,6,True,1.0,oops,dummy,0,oops
578,896.7224108316234,8,3,2.510499954223633,9,True,1.0,pond,dummy,0,pond
592,931.0665358304304,9,13,3.2641000747680664,9,True,1.0,lake,dummy,0,lake
174,911.5343617135155,7,2,2.5211000442504883,13,True,1.0,riot,dummy,0,riot
877,833.6004171499872,7,3,2.2528998851776123,11,True,1.0,thug,dummy,0,thug
590,927.8443095156717,9,11,3.585599899291992,12,True,1.0,beer,dummy,0,beer
1338,938.2435341204248,9,15,3.514899969100952,11,True,1.0,sake,dummy,0,sake
695,920.3183306794215,9,12,2.7809998989105225,15,True,1.0,pill,dummy,0,pill
798,841.9588603900662,6,2,3.36299991607666,12,True,1.0,drug,dummy,0,drug
596,912.65804800837,9,10,4.168700218200684,9,True,1.0,face,dummy,0,face
676,916.1629040960012,10,11,4.277599811553955,9,True,1.0,head,dummy,0,head
144,895.7065174583191,9,6,1.8194999694824219,6,True,1.0,posh,dummy,0,posh
1347,810.4826755309257,8,5,2.0492000579833984,7,True,1.0,snob,dummy,0,snob
744,935.2845491233971,9,11,2.613800048828125,12,True,1.0,rash,dummy,0,rash
830,912.7338045301234,10,10,1.0,9,True,1.0,welt,dummy,0,welt
958,871.3237444670731,8,9,3.536799907684326,8,True,1.0,nine,dummy,0,nine
1188,877.0171455149373,8,6,4.115499973297119,9,True,1.0,four,dummy,0,four
751,883.71384095994,9,8,2.4377999305725098,6,True,1.0,peel,dummy,0,peel
805,889.5061017875644,9,9,1.1761000156402588,6,True,1.0,rind,dummy,0,rind
1367,819.4703873314982,8,10,2.4969000816345215,6,True,1.0,scam,dummy,0,scam
1456,847.9316926683168,7,4,1.531499981880188,6,True,1.0,dupe,dummy,0,dupe
838,871.3244575933988,8,6,2.1875,10,True,1.0,boob,dummy,0,boob
843,913.6583809046472,11,13,1.2303999662399292,7,True,1.0,teat,dummy,0,teat
71,842.7883901712587,7,4,1.6812000274658203,10,True,1.0,spud,dummy,0,spud
698,897.4175605121096,9,7,3.0220000743865967,9,True,1.0,chip,dummy,0,chip
23,930.7776560575952,11,18,1.079200029373169,8,True,1.0,sear,dummy,0,sear
903,932.7294316474965,10,13,2.510499954223633,9,True,1.0,bake,dummy,0,bake
152,824.3379845486008,8,8,2.0569000244140625,4,True,1.0,goof,dummy,0,goof
1108,697.3316765249846,6,2,1.544100046157837,8,True,1.0,typo,dummy,0,typo
40,925.4261629265172,9,12,1.5563000440597534,11,True,1.0,gash,dummy,0,gash
931,891.8970861700238,9,6,3.4498000144958496,7,True,1.0,burn,dummy,0,burn
49,929.9698265264609,12,13,2.2279000282287598,11,True,1.0,lime,dummy,0,lime
557,923.6371737046113,9,13,1.8387999534606934,10,True,1.0,pear,dummy,0,pear
46,824.4725880971243,6,1,3.4149999618530273,6,True,1.0,duty,dummy,0,duty
1461,905.674924695512,10,12,2.9684998989105225,8,True,1.0,role,dummy,0,role
305,818.2966175291446,6,2,3.380199909210205,7,True,1.0,plus,dummy,0,plus
375,884.249225434429,8,6,2.4518001079559326,8,True,1.0,grid,dummy,0,grid
47,916.3153662891254,10,13,1.579800009727478,5,True,1.0,hone,dummy,0,hone
364,869.003713504376,7,4,0.7781999707221985,10,True,1.0,rasp,dummy,0,rasp
195,779.976435435106,6,2,1.8451000452041626,8,True,1.0,alto,dummy,0,alto
1105,797.6301545037354,5,1,1.8976000547409058,8,True,1.0,diva,dummy,0,diva
159,927.6496294864994,12,16,2.7551000118255615,10,True,1.0,boot,dummy,0,boot
609,853.4547448123133,9,7,2.577500104904175,6,True,1.0,heel,dummy,0,heel
162,650.0949664772672,4,0,3.1201999187469482,12,True,1.0,taxi,dummy,0,taxi
475,827.0579769687158,6,1,2.5933001041412354,12,True,1.0,auto,dummy,0,auto
161,895.3527709694603,9,4,1.6901999711990356,9,True,1.0,font,dummy,0,font
163,745.3336216657069,8,4,3.490499973297119,5,True,1.0,type,dummy,0,type
203,850.9883365893456,6,2,2.3032000064849854,13,True,1.0,bulb,dummy,0,bulb
534,932.9521664488726,10,8,2.81820011138916,11,True,1.0,lamp,dummy,0,lamp
185,657.2427421854628,4,0,1.2788000106811523,12,True,1.0,oboe,dummy,0,oboe
277,912.8808744811176,8,7,2.1303000450134277,11,True,1.0,harp,dummy,0,harp
342,705.8886021107089,5,0,1.9031000137329102,8,True,1.0,luau,dummy,0,luau
1093,920.6756366749378,10,13,1.8451000452041626,10,True,1.0,fest,dummy,0,fest
202,895.5088956822177,8,4,1.986799955368042,9,True,1.0,moan,dummy,0,moan
273,733.5334493495118,6,3,0.9031000137329102,6,True,1.0,yelp,dummy,0,yelp
346,904.5378501676117,8,6,2.672100067138672,9,True,1.0,hint,dummy,0,hint
480,873.6699842145639,7,3,2.9537999629974365,7,True,1.0,clue,dummy,0,clue
210,913.0322977867257,9,7,2.037400007247925,11,True,1.0,snot,dummy,0,snot
581,923.6914684122627,9,10,3.5511999130249023,11,True,1.0,nose,dummy,0,nose
221,797.8056720559962,5,2,1.7243000268936157,9,True,1.0,opal,dummy,0,opal
671,781.1397328443493,5,0,2.783900022506714,11,True,1.0,ruby,dummy,0,ruby
234,836.8370316105263,7,3,3.0980000495910645,6,True,1.0,path,dummy,0,path
677,904.2951808764119,9,5,3.7565999031066895,11,True,1.0,road,dummy,0,road
244,898.6657759155856,9,5,2.9014999866485596,12,True,1.0,tune,dummy,0,tune
961,745.4668509326827,4,0,1.924299955368042,10,True,1.0,hymn,dummy,0,hymn
282,907.1157084709121,10,9,2.730799913406372,10,True,1.0,pork,dummy,0,pork
683,877.1655166657438,7,6,3.0025999546051025,13,True,1.0,beef,dummy,0,beef
440,927.1809082419388,8,4,2.613800048828125,11,True,1.0,tray,dummy,0,tray
990,917.6242953735064,11,13,4.1585001945495605,10,True,1.0,case,dummy,0,case
297,865.7309292263202,9,10,2.3559999465942383,6,True,1.0,vile,dummy,0,vile
1543,904.8919192714513,9,8,5.124199867248535,12,True,1.0,good,dummy,0,good
507,904.9471975663233,8,8,1.8260999917984009,9,True,1.0,tush,dummy,0,tush
860,929.9796902521755,10,12,5.0106000900268555,8,True,1.0,back,dummy,0,back
299,647.2025470998885,4,0,1.9031000137329102,7,True,1.0,quad,dummy,0,quad
651,830.9359793254364,7,7,2.7202000617980957,9,True,1.0,jeep,dummy,0,jeep
367,840.9023072530472,7,3,1.6232000589370728,8,True,1.0,clog,dummy,0,clog
561,919.213659544663,11,11,2.661799907684326,8,True,1.0,sock,dummy,0,sock
301,915.5064972666457,9,10,1.7323999404907227,10,True,1.0,mead,dummy,0,mead
657,917.6522006834712,11,16,3.4883999824523926,7,True,1.0,wine,dummy,0,wine
499,840.2166274177789,7,5,1.8691999912261963,8,True,1.0,spur,dummy,0,spur
936,889.9178617097754,7,2,1.968500018119812,10,True,1.0,trot,dummy,0,trot
362,716.9859085526592,5,1,1.0,5,True,1.0,cyan,dummy,0,cyan
1068,867.8921231312595,7,3,3.717900037765503,7,True,1.0,blue,dummy,0,blue
365,885.8864619314236,9,5,2.307499885559082,8,True,1.0,mutt,dummy,0,mutt
513,783.6622198054674,6,2,3.4321999549865723,10,True,1.0,dogs,dummy,0,dogs
368,921.4755214033179,10,11,2.819499969482422,9,True,1.0,sack,dummy,0,sack
841,905.7260755628613,8,6,1.7482000589370728,12,True,1.0,tote,dummy,0,tote
717,927.2289212350909,10,13,3.7811999320983887,13,True,1.0,bill,dummy,0,bill
1156,924.5103370383124,10,13,3.246299982070923,10,True,1.0,rent,dummy,0,rent
376,863.8977815657518,8,5,2.989000082015991,7,True,1.0,bout,dummy,0,bout
1124,918.9874911419105,10,13,3.4993999004364014,12,True,1.0,race,dummy,0,race
814,705.7888548374592,4,0,1.2303999662399292,8,True,1.0,gyro,dummy,0,gyro
827,852.1116585398477,8,6,2.517199993133545,7,True,1.0,stew,dummy,0,stew
388,904.6434356440093,9,7,1.6021000146865845,6,True,1.0,carp,dummy,0,carp
495,922.1094253776146,10,10,2.3710999488830566,9,True,1.0,pike,dummy,0,pike
528,912.5521673270529,9,5,3.544100046157837,11,True,1.0,suit,dummy,0,suit
750,847.4418647055929,7,3,2.5250000953674316,7,True,1.0,gown,dummy,0,gown
419,880.7069133273344,7,3,2.7258999347686768,13,True,1.0,plug,dummy,0,plug
774,900.40146080792,8,4,2.396199941635132,11,True,1.0,fuse,dummy,0,fuse
529,786.894915149196,6,2,3.4844000339508057,9,True,1.0,arms,dummy,0,arms
655,814.0759627985757,6,3,3.998800039291382,10,True,1.0,body,dummy,0,body
458,826.4746195898242,7,3,2.359800100326538,8,True,1.0,loaf,dummy,0,loaf
883,819.7927533488885,6,1,1.7633999586105347,12,True,1.0,pita,dummy,0,pita
619,881.0026177628945,8,6,3.2040998935699463,11,True,1.0,snow,dummy,0,snow
866,928.2251180687566,10,13,2.7881999015808105,9,True,1.0,hail,dummy,0,hail
493,912.2084141887575,11,17,1.3978999853134155,10,True,1.0,pore,dummy,0,pore
658,833.1620585490061,8,7,3.351599931716919,14,True,1.0,skin,dummy,0,skin
872,827.1682216788442,6,0,3.7235000133514404,10,True,1.0,mama,dummy,0,mama
916,837.0325027192021,6,5,3.4495999813079834,11,True,1.0,aunt,dummy,0,aunt
532,892.8488469562129,7,3,3.1905999183654785,12,True,1.0,shoe,dummy,0,shoe
1015,856.0401456469323,8,5,3.2790000438690186,4,True,1.0,pair,dummy,0,pair
613,690.9653168158374,4,0,2.139899969100952,10,True,1.0,tofu,dummy,0,tofu
1469,731.7732510430534,5,1,1.5184999704360962,9,True,1.0,idly,dummy,0,idly
591,941.0579300316376,13,19,3.4667000770568848,8,True,1.0,bear,dummy,0,bear
661,830.3968658043835,7,2,3.014899969100952,8,True,1.0,wolf,dummy,0,wolf
1137,739.1471614184466,6,0,3.3922998905181885,3,True,1.0,huge,dummy,0,huge
1475,858.0089553486472,8,8,2.4941999912261963,8,True,1.0,vast,dummy,0,vast
605,921.3271935704018,10,12,2.8864998817443848,7,True,1.0,rice,dummy,0,rice
804,876.069860769306,7,3,1.8324999809265137,9,True,1.0,bran,dummy,0,bran
634,898.862336659158,11,10,2.456399917602539,6,True,1.0,poop,dummy,0,poop
976,858.1400827840129,7,3,2.1522998809814453,8,True,1.0,turd,dummy,0,turd
624,914.7987146608682,11,11,2.2788000106811523,11,True,1.0,lace,dummy,0,lace
1275,909.8501759237927,9,7,3.7862000465393066,8,True,1.0,felt,dummy,0,felt
656,805.2292584997974,6,2,3.935800075531006,10,True,1.0,city,dummy,0,city
730,856.7127902135742,7,3,4.101900100708008,11,True,1.0,town,dummy,0,town
629,848.7983654988159,8,4,3.437299966812134,8,True,1.0,bomb,dummy,0,bomb
977,852.2406556861997,6,3,2.086400032043457,12,True,1.0,nuke,dummy,0,nuke
670,923.9045591353963,9,6,3.083899974822998,15,True,1.0,deck,dummy,0,deck
775,842.5779531035153,7,4,3.7820000648498535,7,True,1.0,step,dummy,0,step
636,832.5087496902668,7,2,1.3617000579833984,6,True,1.0,gnat,dummy,0,gnat
714,892.5950328915931,8,4,2.06820011138916,12,True,1.0,moth,dummy,0,moth
731,822.2007968227736,6,3,3.338900089263916,10,True,1.0,jury,dummy,0,jury
1025,925.8753288215946,10,14,2.9474000930786133,10,True,1.0,bail,dummy,0,bail
642,898.318654803752,7,3,4.173099994659424,11,True,1.0,door,dummy,0,door
758,917.8468600718854,10,13,1.3802000284194946,7,True,1.0,sill,dummy,0,sill
646,941.7821006792522,11,17,3.3615000247955322,8,True,1.0,cake,dummy,0,cake
956,916.6390657337173,8,7,1.9394999742507935,11,True,1.0,flan,dummy,0,flan
673,892.1792523010806,8,4,2.4914000034332275,11,True,1.0,bats,dummy,0,bats
832,918.2975570742088,11,13,2.6149001121520996,8,True,1.0,mole,dummy,0,mole
981,910.8662801836028,9,7,4.396299839019775,11,True,1.0,show,dummy,0,show
1216,885.7189484417435,9,5,4.257199764251709,8,True,1.0,play,dummy,0,play
729,929.2833831799826,11,12,3.4602999687194824,9,True,1.0,lock,dummy,0,lock
1176,888.5131718939745,7,8,3.863600015640259,14,True,1.0,safe,dummy,0,safe
19,680.9223974596055,5,1,4.02239990234375,3,True,1.0,also,dummy,0,also
1564,765.6119986580527,7,3,2.7987000942230225,4,True,1.0,thus,dummy,0,thus
735,842.3979196330434,7,3,2.3784000873565674,9,True,1.0,lens,dummy,0,lens
1258,682.0874449151103,5,4,2.2600998878479004,5,True,1.0,zoom,dummy,0,zoom
9,805.7375453900236,6,1,0.8450999855995178,9,True,1.0,clef,dummy,0,clef
728,907.4243990478247,9,11,3.756500005722046,10,True,1.0,mike,dummy,0,mike
740,881.1412999357702,7,4,2.0827999114990234,13,True,1.0,meth,dummy,0,meth
1286,893.2477240334256,10,14,2.914299964904785,6,True,1.0,dope,dummy,0,dope
1088,861.2955037946653,8,5,4.557199954986572,9,True,1.0,stop,dummy,0,stop
1184,901.0857118597821,9,5,2.7604000568389893,6,True,1.0,halt,dummy,0,halt
778,796.9125051654802,5,2,2.3578999042510986,12,True,1.0,yoga,dummy,0,yoga
1230,869.5778244283323,8,5,3.266700029373169,8,True,1.0,pray,dummy,0,pray
1236,922.9912177284754,8,4,2.7339999675750732,9,True,1.0,fund,dummy,0,fund
1330,842.3652212118857,6,1,3.6129000186920166,9,True,1.0,rich,dummy,0,rich
1031,918.881186483374,9,11,3.8220999240875244,7,True,1.0,cold,dummy,0,cold
1134,894.819419278481,10,9,3.4249000549316406,4,True,1.0,warm,dummy,0,warm
4,913.8840990270695,10,10,2.444000005722046,8,True,1.0,mint,dummy,0,mint
638,859.5786190195449,6,0,1.2041000127792358,11,True,1.0,aloe,dummy,0,aloe
1372,821.1097924315493,7,4,2.9047000408172607,7,True,1.0,hers,dummy,0,hers
1428,753.1103970207021,6,5,5.5167999267578125,4,True,1.0,your,dummy,0,your
24,803.0029491244688,6,1,3.22189998626709,8,True,1.0,ally,dummy,0,ally
1525,858.0812511524786,8,6,1.7559000253677368,7,True,1.0,tact,dummy,0,tact
1496,915.0865071067249,11,10,5.148399829864502,6,True,1.0,want,dummy,0,want
1536,874.1845022754775,7,8,4.819799900054932,11,True,1.0,need,dummy,0,need
7,845.7226308532729,7,3,3.8712000846862793,6,True,1.0,plan,dummy,0,plan
1039,907.8923232635454,8,4,3.8020999431610107,11,True,1.0,boss,dummy,0,boss
5,906.6476930799702,12,15,3.112600088119507,10,True,1.0,sale,dummy,0,sale
1403,905.7548863539884,10,9,3.447499990463257,8,True,1.0,cost,dummy,0,cost
50,843.1762285443519,7,3,2.450200080871582,9,True,1.0,prey,dummy,0,prey
356,814.3791795625077,6,1,0.7781999707221985,7,True,1.0,bios,dummy,0,bios
10,890.6300827355235,8,7,3.239799976348877,8,True,1.0,mood,dummy,0,mood
1505,763.6544704632769,6,4,2.426500082015991,5,True,1.0,vibe,dummy,0,vibe
33,840.8364117466332,8,6,2.4249000549316406,8,True,1.0,leaf,dummy,0,leaf
741,853.7442120740819,7,4,2.060699939727783,9,True,1.0,stem,dummy,0,stem
13,858.0925839031573,10,8,1.3978999853134155,6,True,1.0,bode,dummy,0,bode
1350,725.6447821641016,5,4,1.9444999694824219,8,True,1.0,omen,dummy,0,omen
67,854.1361645701429,8,6,3.2063000202178955,6,True,1.0,weak,dummy,0,weak
1379,858.6775055512029,8,3,1.875100016593933,4,True,1.0,puny,dummy,0,puny
31,918.4431401423723,10,10,2.5866000652313232,5,True,1.0,bold,dummy,0,bold
1308,911.8468069446604,7,4,2.2040998935699463,13,True,1.0,wimp,dummy,0,wimp
79,834.174996399987,8,5,2.873300075531006,7,True,1.0,spin,dummy,0,spin
783,740.1910779679453,6,2,2.1238999366760254,7,True,1.0,axel,dummy,0,axel
39,918.7176739191684,10,9,1.9394999742507935,11,True,1.0,lard,dummy,0,lard
535,791.0942731057988,7,5,2.657099962234497,13,True,1.0,oven,dummy,0,oven
55,853.5844066424943,8,5,2.8626999855041504,5,True,1.0,flip,dummy,0,flip
966,881.082064801054,10,12,2.816200017929077,6,True,1.0,dive,dummy,0,dive
43,685.9478069916771,4,1,1.6021000146865845,6,True,1.0,yogi,dummy,0,yogi
204,901.3095530090695,7,2,2.89490008354187,10,True,1.0,diet,dummy,0,diet
73,771.7877334001731,6,1,1.2303999662399292,3,True,1.0,gawk,dummy,0,gawk
119,630.5265733056451,5,1,1.3009999990463257,3,True,1.0,ogle,dummy,0,ogle
65,910.6568472952747,10,13,2.1270999908447266,7,True,1.0,hoot,dummy,0,hoot
354,840.8389665133709,7,2,1.6021000146865845,5,True,1.0,purr,dummy,0,purr
