WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Constraint_name,IsExpected_name,Constraint_code,IsExpected_code,WordInput
610,897.5641182852396,8,6,2.2095000743865967,9,True,1.0,wool,LowConstraint,Unexpected,-0.5,-0.5,wool
910,802.4813085670197,6,4,1.857300043106079,8,True,1.0,wept,LowConstraint,Unexpected,-0.5,-0.5,wept
1150,844.664884342618,7,3,1.462399959564209,7,True,1.0,bawl,LowConstraint,Unexpected,-0.5,-0.5,bawl
510,917.446040444452,7,3,3.629300117492676,14,True,1.0,fish,LowConstraint,Unexpected,-0.5,-0.5,fish
585,822.7129196472546,6,2,2.6117000579833984,12,True,1.0,tuna,LowConstraint,Unexpected,-0.5,-0.5,tuna
22,841.1500911532672,7,5,2.4065001010894775,12,True,1.0,herb,LowConstraint,Unexpected,-0.5,-0.5,herb
241,911.057354309774,9,12,1.954200029373169,11,True,1.0,sage,LowConstraint,Unexpected,-0.5,-0.5,sage
937,864.9657721153617,7,8,3.8190999031066895,7,True,1.0,king,LowConstraint,Unexpected,-0.5,-0.5,king
1003,642.5168151452971,4,1,1.3009999990463257,9,True,1.0,tsar,LowConstraint,Unexpected,-0.5,-0.5,tsar
30,796.4132250527715,6,2,1.9911999702453613,11,True,1.0,knit,LowConstraint,Unexpected,-0.5,-0.5,knit
1034,844.5655210982886,7,2,1.8260999917984009,10,True,1.0,sewn,LowConstraint,Unexpected,-0.5,-0.5,sewn
26,856.4546261168485,7,5,2.3784000873565674,10,True,1.0,limb,LowConstraint,Unexpected,-0.5,-0.5,limb
692,909.6587884240596,9,7,4.154200077056885,11,True,1.0,hand,LowConstraint,Unexpected,-0.5,-0.5,hand
61,877.5260978302591,9,7,1.9589999914169312,6,True,1.0,dung,LowConstraint,Unexpected,-0.5,-0.5,dung
138,896.4021997195638,9,7,3.4986000061035156,7,True,1.0,crap,LowConstraint,Unexpected,-0.5,-0.5,crap
57,918.5172060851722,9,7,2.7723000049591064,11,True,1.0,plot,LowConstraint,Unexpected,-0.5,-0.5,plot
1222,911.1877908043427,11,13,2.7874999046325684,11,True,1.0,tale,LowConstraint,Unexpected,-0.5,-0.5,tale
275,745.43701563938,4,0,0.9031000137329102,13,True,1.0,ovum,LowConstraint,Unexpected,-0.5,-0.5,ovum
821,918.2767492362191,8,10,3.4428999423980713,11,True,1.0,cell,LowConstraint,Unexpected,-0.5,-0.5,cell
62,651.1478935435499,4,0,0.3009999990463257,8,True,1.0,lynx,LowConstraint,Unexpected,-0.5,-0.5,lynx
595,920.111077500926,12,16,2.29229998588562,8,True,1.0,hare,LowConstraint,Unexpected,-0.5,-0.5,hare
240,911.561508059993,8,4,2.478600025177002,11,True,1.0,glue,LowConstraint,Unexpected,-0.5,-0.5,glue
815,662.7832917589557,5,1,1.0,14,True,1.0,inks,LowConstraint,Unexpected,-0.5,-0.5,inks
92,875.0211109931754,10,11,2.609600067138672,10,True,1.0,tuck,LowConstraint,Unexpected,-0.5,-0.5,tuck
1287,913.8702846869201,10,9,2.851300001144409,8,True,1.0,darn,LowConstraint,Unexpected,-0.5,-0.5,darn
213,566.9990762461409,3,0,1.2553000450134277,11,True,1.0,onyx,LowConstraint,Unexpected,-0.5,-0.5,onyx
836,854.0383293363205,6,3,2.4149999618530273,9,True,1.0,jade,LowConstraint,Unexpected,-0.5,-0.5,jade
141,909.4757980115457,9,10,2.5694000720977783,10,True,1.0,tick,LowConstraint,Unexpected,-0.5,-0.5,tick
587,807.6370673598955,7,5,2.2304000854492188,8,True,1.0,flea,LowConstraint,Unexpected,-0.5,-0.5,flea
170,918.9355492256279,9,9,2.2095000743865967,9,True,1.0,funk,LowConstraint,Unexpected,-0.5,-0.5,funk
196,678.3784081240979,4,0,2.784600019454956,9,True,1.0,jazz,LowConstraint,Unexpected,-0.5,-0.5,jazz
142,876.6801210103346,6,1,2.56469988822937,12,True,1.0,glen,LowConstraint,Unexpected,-0.5,-0.5,glen
549,931.7328193951844,10,12,3.282399892807007,13,True,1.0,hill,LowConstraint,Unexpected,-0.5,-0.5,hill
294,908.2106301745105,9,6,2.599900007247925,11,True,1.0,soil,LowConstraint,Unexpected,-0.5,-0.5,soil
602,872.0772416843486,8,3,3.1175999641418457,5,True,1.0,dirt,LowConstraint,Unexpected,-0.5,-0.5,dirt
178,927.2780492884228,9,10,2.8578999042510986,10,True,1.0,bush,LowConstraint,Unexpected,-0.5,-0.5,bush
511,913.8363169370023,8,4,3.5206000804901123,15,True,1.0,tree,LowConstraint,Unexpected,-0.5,-0.5,tree
384,733.8966501977611,5,1,2.8006999492645264,7,True,1.0,inch,LowConstraint,Unexpected,-0.5,-0.5,inch
1291,862.6654521186547,10,8,2.0085999965667725,4,True,1.0,span,LowConstraint,Unexpected,-0.5,-0.5,span
186,906.5774367559673,7,3,2.734800100326538,12,True,1.0,lamb,LowConstraint,Unexpected,-0.5,-0.5,lamb
608,938.0458960679541,11,11,2.648400068283081,10,True,1.0,deer,LowConstraint,Unexpected,-0.5,-0.5,deer
266,823.1144299097592,8,7,1.8920999765396118,9,True,1.0,haze,LowConstraint,Unexpected,-0.5,-0.5,haze
488,737.9090107075515,5,1,1.7482000589370728,9,True,1.0,smog,LowConstraint,Unexpected,-0.5,-0.5,smog
191,913.716219096564,9,7,2.164400100708008,8,True,1.0,moss,LowConstraint,Unexpected,-0.5,-0.5,moss
524,888.7062020837977,6,0,2.2147998809814453,9,True,1.0,fern,LowConstraint,Unexpected,-0.5,-0.5,fern
405,783.69184055779,6,2,1.6720999479293823,11,True,1.0,acne,LowConstraint,Unexpected,-0.5,-0.5,acne
1242,723.3515618588441,5,2,2.330399990081787,11,True,1.0,itch,LowConstraint,Unexpected,-0.5,-0.5,itch
230,911.8165021576606,9,8,1.924299955368042,10,True,1.0,lark,LowConstraint,Unexpected,-0.5,-0.5,lark
470,828.8627869377984,6,1,1.3009999990463257,6,True,1.0,wren,LowConstraint,Unexpected,-0.5,-0.5,wren
314,923.3860955011739,7,3,2.749000072479248,11,True,1.0,shed,LowConstraint,Unexpected,-0.5,-0.5,shed
654,911.4967498967483,9,8,4.350599765777588,15,True,1.0,room,LowConstraint,Unexpected,-0.5,-0.5,room
233,902.9885373031242,9,7,2.3385000228881836,7,True,1.0,lure,LowConstraint,Unexpected,-0.5,-0.5,lure
271,879.1220631950018,8,3,2.6963999271392822,6,True,1.0,bait,LowConstraint,Unexpected,-0.5,-0.5,bait
548,902.7542988415311,10,9,3.688999891281128,14,True,1.0,boat,LowConstraint,Unexpected,-0.5,-0.5,boat
597,919.3979176822315,10,8,3.7028000354766846,10,True,1.0,ship,LowConstraint,Unexpected,-0.5,-0.5,ship
251,841.282650262225,7,6,1.462399959564209,11,True,1.0,kale,LowConstraint,Unexpected,-0.5,-0.5,kale
559,916.763319104082,9,8,1.2041000127792358,9,True,1.0,leek,LowConstraint,Unexpected,-0.5,-0.5,leek
25,880.4955837263085,8,10,1.544100046157837,8,True,1.0,mope,LowConstraint,Unexpected,-0.5,-0.5,mope
1474,857.7325660375645,8,5,1.7243000268936157,8,True,1.0,glum,LowConstraint,Unexpected,-0.5,-0.5,glum
285,928.3554356237621,10,10,2.841399908065796,8,True,1.0,barn,LowConstraint,Unexpected,-0.5,-0.5,barn
880,845.7960508983231,7,5,1.6901999711990356,9,True,1.0,silo,LowConstraint,Unexpected,-0.5,-0.5,silo
505,677.6125144047572,4,0,1.6128000020980835,11,True,1.0,kiwi,LowConstraint,Unexpected,-0.5,-0.5,kiwi
626,890.0337234248105,8,5,2.243000030517578,12,True,1.0,plum,LowConstraint,Unexpected,-0.5,-0.5,plum
319,909.5333000643863,9,5,1.8691999912261963,8,True,1.0,wasp,LowConstraint,Unexpected,-0.5,-0.5,wasp
696,903.8863102548667,7,5,2.436199903488159,13,True,1.0,bees,LowConstraint,Unexpected,-0.5,-0.5,bees
545,745.462595656646,4,0,2.2227001190185547,14,True,1.0,mayo,LowConstraint,Unexpected,-0.5,-0.5,mayo
736,926.1578995301337,10,9,1.2553000450134277,10,True,1.0,slaw,LowConstraint,Unexpected,-0.5,-0.5,slaw
454,757.8472013943242,5,3,1.3617000579833984,10,True,1.0,oxen,LowConstraint,Unexpected,-0.5,-0.5,oxen
621,929.3449378434219,10,12,3.14739990234375,8,True,1.0,bull,LowConstraint,Unexpected,-0.5,-0.5,bull
114,776.9157674950084,5,1,3.904400110244751,8,True,1.0,whoa,LowConstraint,Unexpected,-0.5,-0.5,whoa
1483,758.4525996217933,5,1,2.7458999156951904,6,True,1.0,oops,LowConstraint,Unexpected,-0.5,-0.5,oops
544,851.2182841425165,7,9,2.413300037384033,10,True,1.0,cafe,LowConstraint,Unexpected,-0.5,-0.5,cafe
763,697.3548823356805,5,1,2.037400007247925,7,True,1.0,deli,LowConstraint,Unexpected,-0.5,-0.5,deli
174,912.4032378740874,7,2,2.5211000442504883,13,True,1.0,riot,LowConstraint,Unexpected,-0.5,-0.5,riot
877,834.0442130741167,7,3,2.2528998851776123,11,True,1.0,thug,LowConstraint,Unexpected,-0.5,-0.5,thug
578,897.6154275029078,8,3,2.510499954223633,9,True,1.0,pond,LowConstraint,Unexpected,-0.5,-0.5,pond
592,932.0770780991718,9,13,3.2641000747680664,9,True,1.0,lake,LowConstraint,Unexpected,-0.5,-0.5,lake
695,921.0631650615214,9,12,2.7809998989105225,15,True,1.0,pill,LowConstraint,Unexpected,-0.5,-0.5,pill
798,842.3424193972596,6,2,3.36299991607666,12,True,1.0,drug,LowConstraint,Unexpected,-0.5,-0.5,drug
590,928.6011495895342,9,11,3.585599899291992,12,True,1.0,beer,LowConstraint,Unexpected,-0.5,-0.5,beer
1338,939.0974622199516,9,15,3.514899969100952,11,True,1.0,sake,LowConstraint,Unexpected,-0.5,-0.5,sake
144,896.217373576788,9,6,1.8194999694824219,6,True,1.0,posh,LowConstraint,Unexpected,-0.5,-0.5,posh
1347,810.8161137699292,8,5,2.0492000579833984,7,True,1.0,snob,LowConstraint,Unexpected,-0.5,-0.5,snob
596,913.0566280227362,9,10,4.168700218200684,9,True,1.0,face,LowConstraint,Unexpected,-0.5,-0.5,face
676,916.8394445845331,10,11,4.277599811553955,9,True,1.0,head,LowConstraint,Unexpected,-0.5,-0.5,head
958,871.5071341594415,8,9,3.536799907684326,8,True,1.0,nine,LowConstraint,Unexpected,-0.5,-0.5,nine
1188,876.9417517481719,8,6,4.115499973297119,9,True,1.0,four,LowConstraint,Unexpected,-0.5,-0.5,four
744,935.8365492143485,9,11,2.613800048828125,12,True,1.0,rash,LowConstraint,Unexpected,-0.5,-0.5,rash
830,913.1515599248378,10,10,1.0,9,True,1.0,welt,LowConstraint,Unexpected,-0.5,-0.5,welt
1367,819.9934290590634,8,10,2.4969000816345215,6,True,1.0,scam,LowConstraint,Unexpected,-0.5,-0.5,scam
1456,848.5371062978116,7,4,1.531499981880188,6,True,1.0,dupe,LowConstraint,Unexpected,-0.5,-0.5,dupe
751,883.7983024561742,9,8,2.4377999305725098,6,True,1.0,peel,LowConstraint,Unexpected,-0.5,-0.5,peel
805,889.5353612084449,9,9,1.1761000156402588,6,True,1.0,rind,LowConstraint,Unexpected,-0.5,-0.5,rind
71,843.3191278788861,7,4,1.6812000274658203,10,True,1.0,spud,LowConstraint,Unexpected,-0.5,-0.5,spud
698,897.7922807969586,9,7,3.0220000743865967,9,True,1.0,chip,LowConstraint,Unexpected,-0.5,-0.5,chip
838,871.1856774507309,8,6,2.1875,10,True,1.0,boob,LowConstraint,Unexpected,-0.5,-0.5,boob
843,914.1864906433195,11,13,1.2303999662399292,7,True,1.0,teat,LowConstraint,Unexpected,-0.5,-0.5,teat
152,824.188711296298,8,8,2.0569000244140625,4,True,1.0,goof,LowConstraint,Unexpected,-0.5,-0.5,goof
1108,697.0849300836653,6,2,1.544100046157837,8,True,1.0,typo,LowConstraint,Unexpected,-0.5,-0.5,typo
23,931.3289625446447,11,18,1.079200029373169,8,True,1.0,sear,LowConstraint,Unexpected,-0.5,-0.5,sear
903,933.6054082726238,10,13,2.510499954223633,9,True,1.0,bake,LowConstraint,Unexpected,-0.5,-0.5,bake
49,930.4304598085055,12,13,2.2279000282287598,11,True,1.0,lime,LowConstraint,Unexpected,-0.5,-0.5,lime
557,924.3119404947465,9,13,1.8387999534606934,10,True,1.0,pear,LowConstraint,Unexpected,-0.5,-0.5,pear
40,926.011758711165,9,12,1.5563000440597534,11,True,1.0,gash,LowConstraint,Unexpected,-0.5,-0.5,gash
931,892.2428708389518,9,6,3.4498000144958496,7,True,1.0,burn,LowConstraint,Unexpected,-0.5,-0.5,burn
305,818.8961602210235,6,2,3.380199909210205,7,True,1.0,plus,LowConstraint,Unexpected,-0.5,-0.5,plus
375,884.1835613727387,8,6,2.4518001079559326,8,True,1.0,grid,LowConstraint,Unexpected,-0.5,-0.5,grid
46,825.0892889432241,6,1,3.4149999618530273,6,True,1.0,duty,LowConstraint,Unexpected,-0.5,-0.5,duty
1461,906.5812254665752,10,12,2.9684998989105225,8,True,1.0,role,LowConstraint,Unexpected,-0.5,-0.5,role
195,780.2668864096324,6,2,1.8451000452041626,8,True,1.0,alto,LowConstraint,Unexpected,-0.5,-0.5,alto
1105,798.1905054073547,5,1,1.8976000547409058,8,True,1.0,diva,LowConstraint,Unexpected,-0.5,-0.5,diva
47,916.6035543798389,10,13,1.579800009727478,5,True,1.0,hone,LowConstraint,Unexpected,-0.5,-0.5,hone
364,869.4234071550429,7,4,0.7781999707221985,10,True,1.0,rasp,LowConstraint,Unexpected,-0.5,-0.5,rasp
162,650.379569359135,4,0,3.1201999187469482,12,True,1.0,taxi,LowConstraint,Unexpected,-0.5,-0.5,taxi
475,827.532805444064,6,1,2.5933001041412354,12,True,1.0,auto,LowConstraint,Unexpected,-0.5,-0.5,auto
159,928.5113479814438,12,16,2.7551000118255615,10,True,1.0,boot,LowConstraint,Unexpected,-0.5,-0.5,boot
609,854.1171536358249,9,7,2.577500104904175,6,True,1.0,heel,LowConstraint,Unexpected,-0.5,-0.5,heel
203,851.4465399656007,6,2,2.3032000064849854,13,True,1.0,bulb,LowConstraint,Unexpected,-0.5,-0.5,bulb
534,933.753896830912,10,8,2.81820011138916,11,True,1.0,lamp,LowConstraint,Unexpected,-0.5,-0.5,lamp
161,896.242540501534,9,4,1.6901999711990356,9,True,1.0,font,LowConstraint,Unexpected,-0.5,-0.5,font
163,745.5829789937225,8,4,3.490499973297119,5,True,1.0,type,LowConstraint,Unexpected,-0.5,-0.5,type
342,706.2587899708184,5,0,1.9031000137329102,8,True,1.0,luau,LowConstraint,Unexpected,-0.5,-0.5,luau
1093,921.0353448860396,10,13,1.8451000452041626,10,True,1.0,fest,LowConstraint,Unexpected,-0.5,-0.5,fest
185,657.5483516318725,4,0,1.2788000106811523,12,True,1.0,oboe,LowConstraint,Unexpected,-0.5,-0.5,oboe
277,913.3311062936057,8,7,2.1303000450134277,11,True,1.0,harp,LowConstraint,Unexpected,-0.5,-0.5,harp
346,904.4230693909831,8,6,2.672100067138672,9,True,1.0,hint,LowConstraint,Unexpected,-0.5,-0.5,hint
480,874.6010355356542,7,3,2.9537999629974365,7,True,1.0,clue,LowConstraint,Unexpected,-0.5,-0.5,clue
202,895.8900332251833,8,4,1.986799955368042,9,True,1.0,moan,LowConstraint,Unexpected,-0.5,-0.5,moan
273,733.424689448291,6,3,0.9031000137329102,6,True,1.0,yelp,LowConstraint,Unexpected,-0.5,-0.5,yelp
221,798.4699171431907,5,2,1.7243000268936157,9,True,1.0,opal,LowConstraint,Unexpected,-0.5,-0.5,opal
671,781.6513687622602,5,0,2.783900022506714,11,True,1.0,ruby,LowConstraint,Unexpected,-0.5,-0.5,ruby
210,913.0298499902285,9,7,2.037400007247925,11,True,1.0,snot,LowConstraint,Unexpected,-0.5,-0.5,snot
581,924.2450611256194,9,10,3.5511999130249023,11,True,1.0,nose,LowConstraint,Unexpected,-0.5,-0.5,nose
244,899.3978809882422,9,5,2.9014999866485596,12,True,1.0,tune,LowConstraint,Unexpected,-0.5,-0.5,tune
961,746.0170239967267,4,0,1.924299955368042,10,True,1.0,hymn,LowConstraint,Unexpected,-0.5,-0.5,hymn
234,837.5542210335861,7,3,3.0980000495910645,6,True,1.0,path,LowConstraint,Unexpected,-0.5,-0.5,path
677,905.0310229718878,9,5,3.7565999031066895,11,True,1.0,road,LowConstraint,Unexpected,-0.5,-0.5,road
440,927.6489736925778,8,4,2.613800048828125,11,True,1.0,tray,LowConstraint,Unexpected,-0.5,-0.5,tray
990,918.1206259218054,11,13,4.1585001945495605,10,True,1.0,case,LowConstraint,Unexpected,-0.5,-0.5,case
282,907.6020332589924,10,9,2.730799913406372,10,True,1.0,pork,LowConstraint,Unexpected,-0.5,-0.5,pork
683,877.2056655106528,7,6,3.0025999546051025,13,True,1.0,beef,LowConstraint,Unexpected,-0.5,-0.5,beef
507,904.6456879614934,8,8,1.8260999917984009,9,True,1.0,tush,LowConstraint,Unexpected,-0.5,-0.5,tush
860,930.4687587907001,10,12,5.0106000900268555,8,True,1.0,back,LowConstraint,Unexpected,-0.5,-0.5,back
297,865.8601788280579,9,10,2.3559999465942383,6,True,1.0,vile,LowConstraint,Unexpected,-0.5,-0.5,vile
1543,905.5320472112096,9,8,5.124199867248535,12,True,1.0,good,LowConstraint,Unexpected,-0.5,-0.5,good
367,841.5037929218468,7,3,1.6232000589370728,8,True,1.0,clog,LowConstraint,Unexpected,-0.5,-0.5,clog
561,920.1566532067803,11,11,2.661799907684326,8,True,1.0,sock,LowConstraint,Unexpected,-0.5,-0.5,sock
299,647.2959329550639,4,0,1.9031000137329102,7,True,1.0,quad,LowConstraint,Unexpected,-0.5,-0.5,quad
651,831.2436720288193,7,7,2.7202000617980957,9,True,1.0,jeep,LowConstraint,Unexpected,-0.5,-0.5,jeep
499,840.6198275190567,7,5,1.8691999912261963,8,True,1.0,spur,LowConstraint,Unexpected,-0.5,-0.5,spur
936,889.7840651925322,7,2,1.968500018119812,10,True,1.0,trot,LowConstraint,Unexpected,-0.5,-0.5,trot
301,916.2134102281889,9,10,1.7323999404907227,10,True,1.0,mead,LowConstraint,Unexpected,-0.5,-0.5,mead
657,918.099117242308,11,16,3.4883999824523926,7,True,1.0,wine,LowConstraint,Unexpected,-0.5,-0.5,wine
365,885.386021401572,9,5,2.307499885559082,8,True,1.0,mutt,LowConstraint,Unexpected,-0.5,-0.5,mutt
513,784.016037297158,6,2,3.4321999549865723,10,True,1.0,dogs,LowConstraint,Unexpected,-0.5,-0.5,dogs
362,716.7327842853593,5,1,1.0,5,True,1.0,cyan,LowConstraint,Unexpected,-0.5,-0.5,cyan
1068,868.012474871765,7,3,3.717900037765503,7,True,1.0,blue,LowConstraint,Unexpected,-0.5,-0.5,blue
717,927.8904970920945,10,13,3.7811999320983887,13,True,1.0,bill,LowConstraint,Unexpected,-0.5,-0.5,bill
1156,925.4698993137641,10,13,3.246299982070923,10,True,1.0,rent,LowConstraint,Unexpected,-0.5,-0.5,rent
368,921.8691530396754,10,11,2.819499969482422,9,True,1.0,sack,LowConstraint,Unexpected,-0.5,-0.5,sack
841,906.2330941801154,8,6,1.7482000589370728,12,True,1.0,tote,LowConstraint,Unexpected,-0.5,-0.5,tote
814,705.5401917388624,4,0,1.2303999662399292,8,True,1.0,gyro,LowConstraint,Unexpected,-0.5,-0.5,gyro
827,852.322670064412,8,6,2.517199993133545,7,True,1.0,stew,LowConstraint,Unexpected,-0.5,-0.5,stew
376,864.4670910247007,8,5,2.989000082015991,7,True,1.0,bout,LowConstraint,Unexpected,-0.5,-0.5,bout
1124,919.6131466838294,10,13,3.4993999004364014,12,True,1.0,race,LowConstraint,Unexpected,-0.5,-0.5,race
528,913.6189226086074,9,5,3.544100046157837,11,True,1.0,suit,LowConstraint,Unexpected,-0.5,-0.5,suit
750,847.7979292697639,7,3,2.5250000953674316,7,True,1.0,gown,LowConstraint,Unexpected,-0.5,-0.5,gown
388,905.0543236505666,9,7,1.6021000146865845,6,True,1.0,carp,LowConstraint,Unexpected,-0.5,-0.5,carp
495,921.9833146245408,10,10,2.3710999488830566,9,True,1.0,pike,LowConstraint,Unexpected,-0.5,-0.5,pike
529,787.2487196703981,6,2,3.4844000339508057,9,True,1.0,arms,LowConstraint,Unexpected,-0.5,-0.5,arms
655,814.4279373104962,6,3,3.998800039291382,10,True,1.0,body,LowConstraint,Unexpected,-0.5,-0.5,body
419,881.0108235388783,7,3,2.7258999347686768,13,True,1.0,plug,LowConstraint,Unexpected,-0.5,-0.5,plug
774,901.3683403295934,8,4,2.396199941635132,11,True,1.0,fuse,LowConstraint,Unexpected,-0.5,-0.5,fuse
619,881.0365218475579,8,6,3.2040998935699463,11,True,1.0,snow,LowConstraint,Unexpected,-0.5,-0.5,snow
866,928.8622099768623,10,13,2.7881999015808105,9,True,1.0,hail,LowConstraint,Unexpected,-0.5,-0.5,hail
