WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,SemRelatedtoCompetitor_name,HasCompetitor_name,Constraint_name,SemRelatedtoCompetitor_code,HasCompetitor_code,Constraint_code,WordInput
1261,844.3657506162992,11,15,1.5681999921798706,9,True,1.0,coot,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,coot
623,405.4910554494818,4,10,2.789599895477295,14,True,1.0,dime,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,dime
909,784.6635779527596,8,10,2.684799909591675,12,True,1.0,cent,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,cent
118,52.659238570913566,1,0,2.433000087738037,7,True,1.0,nova,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,nova
709,542.8586473731389,5,9,3.618000030517578,13,True,1.0,star,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,star
1437,840.8681484655965,11,16,1.544100046157837,9,True,1.0,lore,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lore
1466,573.685628968921,5,3,2.547800064086914,6,True,1.0,myth,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,myth
270,783.0615676509163,9,7,2.285599946975708,10,True,1.0,pact,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pact
1255,783.4355927682999,9,14,4.124899864196777,11,True,1.0,deal,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,deal
41,796.1729756218965,9,7,2.6989998817443848,12,True,1.0,silk,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,silk
610,557.3556229734761,5,6,2.2095000743865967,9,True,1.0,wool,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wool
1251,586.645947126971,6,10,2.761899948120117,8,True,1.0,rage,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rage
1311,732.4879741376379,7,2,2.29229998588562,8,True,1.0,fury,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fury
510,757.5806090224273,7,3,3.629300117492676,14,True,1.0,fish,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fish
585,515.8769412910817,5,2,2.6117000579833984,12,True,1.0,tuna,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tuna
910,543.7539301911058,5,4,1.857300043106079,8,True,1.0,wept,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wept
1150,710.7715004838738,7,3,1.462399959564209,7,True,1.0,bawl,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bawl
937,81.53465732446524,1,8,3.8190999031066895,7,True,1.0,king,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,king
1003,202.27012090880672,2,1,1.3009999990463257,9,True,1.0,tsar,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tsar
22,686.0437902988976,7,5,2.4065001010894775,12,True,1.0,herb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,herb
241,779.0667368343254,9,12,1.954200029373169,11,True,1.0,sage,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sage
26,189.63611300073384,2,5,2.3784000873565674,10,True,1.0,limb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,limb
692,574.1999328858714,5,7,4.154200077056885,11,True,1.0,hand,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hand
30,374.31776845690007,3,2,1.9911999702453613,11,True,1.0,knit,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,knit
1034,705.7922121921131,6,2,1.8260999917984009,10,True,1.0,sewn,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sewn
57,123.0203418598048,2,7,2.7723000049591064,11,True,1.0,plot,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,plot
1222,481.37924017023477,5,13,2.7874999046325684,11,True,1.0,tale,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tale
61,769.4665670517592,9,7,1.9589999914169312,6,True,1.0,dung,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,dung
138,787.575371355886,9,7,3.4986000061035156,7,True,1.0,crap,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,crap
62,432.662607970939,4,0,0.3009999990463257,8,True,1.0,lynx,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lynx
595,846.2163580516768,11,16,2.29229998588562,8,True,1.0,hare,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hare
275,48.551923231501476,1,0,0.9031000137329102,13,True,1.0,ovum,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ovum
821,469.7314648878905,4,10,3.4428999423980713,11,True,1.0,cell,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,cell
92,775.963698688528,10,11,2.609600067138672,10,True,1.0,tuck,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tuck
1287,789.1383006292903,9,9,2.851300001144409,8,True,1.0,darn,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,darn
240,755.9662051626549,8,4,2.478600025177002,11,True,1.0,glue,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,glue
815,284.02451333517564,3,1,1.0,14,True,1.0,inks,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,inks
141,680.43418030107,7,10,2.5694000720977783,10,True,1.0,tick,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tick
587,664.1958468193427,7,5,2.2304000854492188,8,True,1.0,flea,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,flea
213,104.02362713663823,1,0,1.2553000450134277,11,True,1.0,onyx,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,onyx
836,701.9056974709646,6,3,2.4149999618530273,9,True,1.0,jade,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,jade
142,721.5792617760856,6,1,2.56469988822937,12,True,1.0,glen,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,glen
549,828.9702683426989,10,12,3.282399892807007,13,True,1.0,hill,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hill
170,773.4694304801976,9,9,2.2095000743865967,9,True,1.0,funk,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,funk
196,357.1216093905735,3,0,2.784600019454956,9,True,1.0,jazz,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,jazz
178,812.7697042563673,9,10,2.8578999042510986,10,True,1.0,bush,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bush
511,775.9372643358545,8,4,3.5206000804901123,15,True,1.0,tree,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tree
294,737.290598905766,7,6,2.599900007247925,11,True,1.0,soil,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,soil
602,676.1732462218074,7,3,3.1175999641418457,5,True,1.0,dirt,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,dirt
186,725.2536229161033,7,3,2.734800100326538,12,True,1.0,lamb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lamb
608,830.5149870691691,10,11,2.648400068283081,10,True,1.0,deer,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,deer
384,564.097863940307,5,1,2.8006999492645264,7,True,1.0,inch,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,inch
1291,756.8050703688048,10,8,2.0085999965667725,4,True,1.0,span,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,span
191,783.0032042466961,9,7,2.164400100708008,8,True,1.0,moss,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,moss
524,744.9596412666174,6,0,2.2147998809814453,9,True,1.0,fern,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fern
266,614.2182734753648,7,7,1.8920999765396118,9,True,1.0,haze,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,haze
488,78.21020474426231,1,1,1.7482000589370728,9,True,1.0,smog,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,smog
230,810.0143234519476,9,8,1.924299955368042,10,True,1.0,lark,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lark
470,690.4125327904021,6,1,1.3009999990463257,6,True,1.0,wren,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wren
405,615.7774489719627,6,2,1.6720999479293823,11,True,1.0,acne,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,acne
1242,513.1951745002634,5,2,2.330399990081787,11,True,1.0,itch,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,itch
233,797.3174518582113,9,7,2.3385000228881836,7,True,1.0,lure,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lure
271,148.08081878474871,2,3,2.6963999271392822,6,True,1.0,bait,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bait
314,760.042336630215,7,3,2.749000072479248,11,True,1.0,shed,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,shed
654,776.6128729781506,9,8,4.350599765777588,15,True,1.0,room,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,room
251,699.3447606687153,6,6,1.462399959564209,11,True,1.0,kale,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,kale
559,746.2617219140623,7,8,1.2041000127792358,9,True,1.0,leek,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,leek
548,819.8102787249456,10,9,3.688999891281128,14,True,1.0,boat,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,boat
597,134.23471019695387,2,8,3.7028000354766846,10,True,1.0,ship,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ship
285,816.981518221814,10,10,2.841399908065796,8,True,1.0,barn,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,barn
880,670.9526488192197,6,5,1.6901999711990356,9,True,1.0,silo,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,silo
25,191.9101337214286,2,10,1.544100046157837,8,True,1.0,mope,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,mope
1474,81.66969455950843,1,5,1.7243000268936157,8,True,1.0,glum,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,glum
319,765.0711939403584,9,5,1.8691999912261963,8,True,1.0,wasp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wasp
696,560.9853975440789,5,5,2.436199903488159,13,True,1.0,bees,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bees
505,425.6803687799189,4,0,1.6128000020980835,11,True,1.0,kiwi,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,kiwi
626,688.4771349678945,6,5,2.243000030517578,12,True,1.0,plum,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,plum
454,291.1375252228796,3,3,1.3617000579833984,10,True,1.0,oxen,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,oxen
621,509.84155764750096,5,12,3.14739990234375,8,True,1.0,bull,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bull
545,456.94735848357095,4,0,2.2227001190185547,14,True,1.0,mayo,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,mayo
736,798.7704564394837,9,9,1.2553000450134277,10,True,1.0,slaw,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,slaw
544,550.5676387491343,5,9,2.413300037384033,10,True,1.0,cafe,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,cafe
763,514.7660018020421,5,1,2.037400007247925,7,True,1.0,deli,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,deli
114,572.2511881875382,5,1,3.904400110244751,8,True,1.0,whoa,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,whoa
1483,126.8823749234851,2,1,2.7458999156951904,6,True,1.0,oops,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,oops
578,423.32883128609575,4,3,2.510499954223633,9,True,1.0,pond,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pond
592,530.3514108782199,5,13,3.2641000747680664,9,True,1.0,lake,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lake
174,181.7622910339064,2,2,2.5211000442504883,13,True,1.0,riot,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,riot
877,597.036303299244,5,3,2.2528998851776123,11,True,1.0,thug,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,thug
590,814.914220543967,9,11,3.585599899291992,12,True,1.0,beer,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,beer
1338,824.6375681858892,9,15,3.514899969100952,11,True,1.0,sake,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sake
695,119.79193639683459,1,12,2.7809998989105225,15,True,1.0,pill,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pill
798,470.5439940400646,4,2,3.36299991607666,12,True,1.0,drug,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,drug
596,646.1206398502194,6,10,4.168700218200684,9,True,1.0,face,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,face
676,796.083979321322,10,11,4.277599811553955,9,True,1.0,head,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,head
144,786.7604402047115,8,6,1.8194999694824219,6,True,1.0,posh,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,posh
1347,685.1408102441685,8,5,2.0492000579833984,7,True,1.0,snob,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,snob
744,803.945050643136,9,11,2.613800048828125,12,True,1.0,rash,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rash
830,812.8187084692324,10,10,1.0,9,True,1.0,welt,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,welt
958,200.25378565468856,2,9,3.536799907684326,8,True,1.0,nine,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,nine
1188,544.0494320320731,5,6,4.115499973297119,9,True,1.0,four,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,four
751,104.02313113334075,1,8,2.4377999305725098,6,True,1.0,peel,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,peel
805,115.30244090294545,2,9,1.1761000156402588,6,True,1.0,rind,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rind
1367,152.1479185239776,2,10,2.4969000816345215,6,True,1.0,scam,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,scam
1456,731.1111706104671,7,4,1.531499981880188,6,True,1.0,dupe,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,dupe
838,334.9528812114587,3,6,2.1875,10,True,1.0,boob,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,boob
843,815.836608323602,11,13,1.2303999662399292,7,True,1.0,teat,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,teat
71,201.52852619662252,2,4,1.6812000274658203,10,True,1.0,spud,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,spud
698,331.41076680341206,3,7,3.0220000743865967,9,True,1.0,chip,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,chip
23,149.67509809329576,2,18,1.079200029373169,8,True,1.0,sear,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sear
903,798.9956772175927,10,13,2.510499954223633,9,True,1.0,bake,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bake
152,79.73430473361178,1,8,2.0569000244140625,4,True,1.0,goof,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,goof
1108,52.08287973433098,1,2,1.544100046157837,8,True,1.0,typo,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,typo
40,742.6151084930796,8,12,1.5563000440597534,11,True,1.0,gash,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,gash
931,449.73431836452903,4,6,3.4498000144958496,7,True,1.0,burn,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,burn
49,839.5946523230512,11,13,2.2279000282287598,11,True,1.0,lime,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lime
557,817.965636101462,9,13,1.8387999534606934,10,True,1.0,pear,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pear
46,685.7235293044396,6,1,3.4149999618530273,6,True,1.0,duty,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,duty
1461,512.5597352605158,5,12,2.9684998989105225,8,True,1.0,role,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,role
305,653.4460981908207,6,2,3.380199909210205,7,True,1.0,plus,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,plus
375,768.6492843574698,8,6,2.4518001079559326,8,True,1.0,grid,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,grid
47,754.4901403315984,8,13,1.579800009727478,5,True,1.0,hone,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hone
364,100.64692720185977,1,4,0.7781999707221985,10,True,1.0,rasp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rasp
195,622.0855839597422,6,2,1.8451000452041626,8,True,1.0,alto,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,alto
1105,117.8175333547936,2,1,1.8976000547409058,8,True,1.0,diva,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,diva
159,838.9487508730319,12,16,2.7551000118255615,10,True,1.0,boot,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,boot
609,753.090691009518,9,7,2.577500104904175,6,True,1.0,heel,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,heel
162,138.08683476163677,2,0,3.1201999187469482,12,True,1.0,taxi,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,taxi
475,664.5479389053479,6,1,2.5933001041412354,12,True,1.0,auto,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,auto
161,779.6510781116338,8,4,1.6901999711990356,9,True,1.0,font,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,font
163,251.94356867141514,3,4,3.490499973297119,5,True,1.0,type,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,type
203,170.83788610649418,2,2,2.3032000064849854,13,True,1.0,bulb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bulb
534,692.7068410149977,7,8,2.81820011138916,11,True,1.0,lamp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lamp
185,62.45224035390951,1,0,1.2788000106811523,12,True,1.0,oboe,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,oboe
277,784.2283625862034,8,7,2.1303000450134277,11,True,1.0,harp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,harp
342,254.2416529084568,3,0,1.9031000137329102,8,True,1.0,luau,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,luau
1093,815.4440297007093,10,13,1.8451000452041626,10,True,1.0,fest,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fest
202,745.1704106058247,8,4,1.986799955368042,9,True,1.0,moan,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,moan
273,371.1797084698147,4,3,0.9031000137329102,6,True,1.0,yelp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,yelp
346,117.71506283750725,2,6,2.672100067138672,9,True,1.0,hint,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hint
480,92.18993490225174,1,3,2.9537999629974365,7,True,1.0,clue,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,clue
210,764.4724046948561,8,7,2.037400007247925,11,True,1.0,snot,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,snot
581,346.96169728174897,3,10,3.5511999130249023,11,True,1.0,nose,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,nose
221,607.9841061621623,5,2,1.7243000268936157,9,True,1.0,opal,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,opal
671,573.1359593606505,5,0,2.783900022506714,11,True,1.0,ruby,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ruby
234,82.49542119328065,1,3,3.0980000495910645,6,True,1.0,path,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,path
677,551.2897279731047,5,5,3.7565999031066895,11,True,1.0,road,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,road
244,787.647523925439,9,5,2.9014999866485596,12,True,1.0,tune,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tune
961,499.59671325714726,4,0,1.924299955368042,10,True,1.0,hymn,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hymn
282,288.43858412151724,3,9,2.730799913406372,10,True,1.0,pork,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pork
683,729.6125339565784,7,6,3.0025999546051025,13,True,1.0,beef,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,beef
440,774.4361458200514,7,4,2.613800048828125,11,True,1.0,tray,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tray
990,833.3601933779479,11,13,4.1585001945495605,10,True,1.0,case,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,case
297,758.3728085515153,9,10,2.3559999465942383,6,True,1.0,vile,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,vile
1543,229.1548734155267,3,8,5.124199867248535,12,True,1.0,good,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,good
507,781.5757676068363,8,8,1.8260999917984009,9,True,1.0,tush,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tush
